id,name,id_number_masked,position,nationality,birth_date,notes,created_at
1253,Feri Hendro Putra,6352********3252,COO,Indonesia,1956-06-09,,2026-01-15 14:25:06.94534+00
1254,Joko Rizki Permana,6353********3253,COO,Indonesia,1956-03-06,,2026-01-15 14:25:06.94534+00
1255,Wulan Yulia Nugroho,6354********3254,Komisaris Independen,Indonesia,1988-06-12,,2026-01-15 14:25:06.94534+00
1256,Wati Irwan Firmansyah,6355********3255,Sekretaris Perusahaan,Singapore,1954-11-09,,2026-01-15 14:25:06.94534+00
1257,Maya Hermawan,6356********3256,Direktur Utama,Indonesia,1957-01-08,,2026-01-15 14:25:06.94534+00
1258,Bambang Ratna Santoso,6357********3257,CFO,Indonesia,1975-09-02,,2026-01-15 14:25:06.94534+00
1259,Nita Fitri Saputra,6358********3258,Direktur Operasional,Indonesia,1974-08-25,,2026-01-15 14:25:06.94534+00
1260,Andi Utomo,6359********3259,Sekretaris Perusahaan,Indonesia,1989-01-10,,2026-01-15 14:25:06.94534+00
1261,Sigit Hermawan,6360********3260,Komisaris,Indonesia,1964-07-06,,2026-01-15 14:25:06.94534+00
1262,Rina Purwanto,6361********3261,Komisaris Utama,Indonesia,1982-12-19,,2026-01-15 14:25:06.94534+00
1263,Wahyu Hendra Susanto,6362********3262,Direktur,Indonesia,1989-06-16,,2026-01-15 14:25:06.94534+00
1264,Kurnia Putra,6363********3263,CEO,Indonesia,1971-06-23,,2026-01-15 14:25:06.94534+00
1265,Yanti Ardiansyah,6364********3264,CEO,Indonesia,1989-01-04,,2026-01-15 14:25:06.94534+00
1266,Putri Mahendra,6365********3265,Direktur Operasional,Indonesia,1974-05-12,,2026-01-15 14:25:06.94534+00
1267,Taufik Suharto,6366********3266,Direktur Utama,Indonesia,1959-07-18,,2026-01-15 14:25:06.94534+00
1268,Maya Dwi Aditya,6367********3267,Direktur,Indonesia,1956-10-16,,2026-01-15 14:25:06.94534+00
1269,Dwi Yanti Aditya,6368********3268,Direktur,Indonesia,1970-11-17,,2026-01-15 14:25:06.94534+00
1270,Irwan Rudi Aditya,6369********3269,Direktur Operasional,Indonesia,1957-06-03,,2026-01-15 14:25:06.94534+00
1271,Wulan Suharto,6370********3270,CFO,Indonesia,1983-08-15,,2026-01-15 14:25:06.94534+00
1272,Siti Hendro Wijaya,6371********3271,Direktur Utama,Indonesia,1973-07-27,,2026-01-15 14:25:06.94534+00
1273,Adi Hidayat,6372********3272,CFO,Indonesia,1975-02-09,,2026-01-15 14:25:06.94534+00
1274,Lestari Fitri Utomo,6373********3273,Komisaris Utama,Indonesia,1989-04-17,,2026-01-15 14:25:06.94534+00
1275,Hadi Setiawan,6374********3274,Komisaris,Indonesia,1977-09-28,,2026-01-15 14:25:06.94534+00
1276,Siti Setiawan,6375********3275,Komisaris Utama,Indonesia,1959-10-15,,2026-01-15 14:25:06.94534+00
1277,Dian Hermawan,6376********3276,Sekretaris Perusahaan,Netherlands,1965-03-24,,2026-01-15 14:25:06.94534+00
1278,Taufik Maya Wijaya,6377********3277,Direktur,Indonesia,1989-04-19,,2026-01-15 14:25:06.94534+00
1279,Feri Ahmad Susanto,6378********3278,Direktur Keuangan,Indonesia,1950-06-26,,2026-01-15 14:25:06.94534+00
1280,Kurnia Wijaya,6379********3279,Komisaris Utama,Indonesia,1984-08-09,,2026-01-15 14:25:06.94534+00
1281,Siti Lestari Mahendra,6380********3280,CFO,Indonesia,1974-04-09,,2026-01-15 14:25:06.94534+00
1282,Rina Dian Ardiansyah,6381********3281,Direktur Utama,Malaysia,1958-08-16,,2026-01-15 14:25:06.94534+00
1283,Rizki Budi Utomo,6382********3282,Direktur Utama,Indonesia,1980-11-05,,2026-01-15 14:25:06.94534+00
1284,Dwi Wulan Santoso,6383********3283,COO,Indonesia,1972-10-13,,2026-01-15 14:25:06.94534+00
1285,Rudi Eko Gunawan,6384********3284,Direktur Operasional,Indonesia,1955-12-04,,2026-01-15 14:25:06.94534+00
1286,Sri Dian Permana,6385********3285,Direktur Utama,Indonesia,1951-10-04,,2026-01-15 14:25:06.94534+00
1287,Dwi Santoso,6386********3286,CEO,Indonesia,1969-06-19,,2026-01-15 14:25:06.94534+00
1288,Feri Wishnu Ardiansyah,6387********3287,Direktur Operasional,Indonesia,1986-06-21,,2026-01-15 14:25:06.94534+00
1289,Wahyu Hermawan,6388********3288,Direktur Operasional,Indonesia,1958-03-14,,2026-01-15 14:25:06.94534+00
1290,Agus Adi Wijaya,6389********3289,Komisaris Utama,Indonesia,1951-08-10,,2026-01-15 14:25:06.94534+00
1291,Kurnia Susanto,6390********3290,Komisaris Independen,Indonesia,1986-04-13,,2026-01-15 14:25:06.94534+00
1292,Sri Yanti Mahendra,6391********3291,Direktur Utama,USA,1980-05-26,,2026-01-15 14:25:06.94534+00
1293,Putri Rina Aditya,6392********3292,Direktur,Indonesia,1956-04-20,,2026-01-15 14:25:06.94534+00
1294,Indah Ramadhan,6393********3293,CEO,Indonesia,1983-10-06,,2026-01-15 14:25:06.94534+00
1295,Eko Sri Permana,6394********3294,Sekretaris Perusahaan,Indonesia,1955-05-03,,2026-01-15 14:25:06.94534+00
1296,Feri Kusumo,6395********3295,Komisaris,Indonesia,1971-09-12,,2026-01-15 14:25:06.94534+00
1297,Sari Setiawan,6396********3296,Direktur Utama,Singapore,1972-10-25,,2026-01-15 14:25:06.94534+00
1298,Kurnia Sari Raharjo,6397********3297,COO,Indonesia,1979-05-05,,2026-01-15 14:25:06.94534+00
1299,Eko Ahmad Setiawan,6398********3298,Komisaris Independen,Indonesia,1978-08-02,,2026-01-15 14:25:06.94534+00
1300,Sri Hidayat,6399********3299,Direktur Utama,Indonesia,1971-11-06,,2026-01-15 14:25:06.94534+00
1301,Bambang Cahya,6400********3300,Direktur Utama,Indonesia,1966-08-11,,2026-01-15 14:25:06.94534+00
1302,Maya Utomo,6401********3301,Direktur Operasional,Indonesia,1987-05-13,,2026-01-15 14:25:06.94534+00
1303,Sari Hermawan,6402********3302,Komisaris Utama,Indonesia,1972-02-26,,2026-01-15 14:25:06.94534+00
1304,Sri Saputra,6403********3303,COO,Indonesia,1984-07-25,,2026-01-15 14:25:06.94534+00
1305,Hadi Wahyu Wijaya,6404********3304,Komisaris Independen,Indonesia,1983-03-04,,2026-01-15 14:25:06.94534+00
1306,Lestari Purwanto,6405********3305,Direktur Operasional,China,1963-07-25,,2026-01-15 14:25:06.94534+00
1307,Andi Eko Hidayat,6406********3306,Sekretaris Perusahaan,Indonesia,1980-03-12,,2026-01-15 14:25:06.94534+00
1308,Wati Nugroho,6407********3307,Komisaris,Indonesia,1968-06-22,,2026-01-15 14:25:06.94534+00
1309,Sri Hermawan,6408********3308,COO,Indonesia,1950-06-28,,2026-01-15 14:25:06.94534+00
1310,Rudi Hartono,6409********3309,Komisaris Utama,Indonesia,1989-02-05,,2026-01-15 14:25:06.94534+00
1311,Eko Firmansyah,6410********3310,Direktur Operasional,Indonesia,1953-09-11,,2026-01-15 14:25:06.94534+00
1312,Eko Irwan Susanto,6411********3311,Direktur Operasional,Indonesia,1978-10-12,,2026-01-15 14:25:06.94534+00
1313,Dewi Wati Hidayat,6412********3312,Direktur Operasional,Indonesia,1954-03-02,,2026-01-15 14:25:06.94534+00
1314,Wulan Ardiansyah,6413********3313,COO,USA,1987-11-19,,2026-01-15 14:25:06.94534+00
1315,Budi Ramadhan,6414********3314,COO,Indonesia,1951-09-08,,2026-01-15 14:25:06.94534+00
1316,Budi Hendra Aditya,6415********3315,Komisaris,Indonesia,1962-09-21,,2026-01-15 14:25:06.94534+00
1317,Ahmad Lestari Ramadhan,6416********3316,Komisaris,Indonesia,1974-01-27,,2026-01-15 14:25:06.94534+00
1318,Eko Gunawan,6417********3317,Direktur Keuangan,Indonesia,1974-05-14,,2026-01-15 14:25:06.94534+00
1319,Eko Purwanto,6418********3318,Sekretaris Perusahaan,Indonesia,1956-11-01,,2026-01-15 14:25:06.94534+00
1320,Joko Permana,6419********3319,Direktur Keuangan,Indonesia,1982-07-04,,2026-01-15 14:25:06.94534+00
1321,Wishnu Rina Gunawan,6420********3320,Direktur Keuangan,Indonesia,1970-08-20,,2026-01-15 14:25:06.94534+00
1322,Lestari Setiawan,6421********3321,Direktur Operasional,Indonesia,1978-05-14,,2026-01-15 14:25:06.94534+00
1323,Rina Wulan Prasetyo,6422********3322,Komisaris Utama,Indonesia,1950-07-02,,2026-01-15 14:25:06.94534+00
1324,Nita Aditya,6423********3323,Komisaris,Indonesia,1970-12-24,,2026-01-15 14:25:06.94534+00
1325,Nurul Hendro Firmansyah,6424********3324,Direktur Operasional,Indonesia,1979-03-23,,2026-01-15 14:25:06.94534+00
1326,Yulia Santoso,6425********3325,Direktur Keuangan,Indonesia,1956-11-02,,2026-01-15 14:25:06.94534+00
1327,Bambang Eko Prasetyo,6426********3326,CEO,Indonesia,1985-03-07,,2026-01-15 14:25:06.94534+00
1328,Rizki Ardiansyah,6427********3327,Direktur Utama,Indonesia,1965-05-20,,2026-01-15 14:25:06.94534+00
1329,Kurnia Ahmad Hidayat,6428********3328,CEO,Indonesia,1971-08-24,,2026-01-15 14:25:06.94534+00
1330,Nita Hadi Permana,6429********3329,Sekretaris Perusahaan,Indonesia,1970-03-27,,2026-01-15 14:25:06.94534+00
1331,Fitri Ramadhan,6430********3330,Sekretaris Perusahaan,Indonesia,1977-07-02,,2026-01-15 14:25:06.94534+00
1332,Dian Budi Gunawan,6431********3331,COO,Indonesia,1958-08-02,,2026-01-15 14:25:06.94534+00
1333,Yanti Indah Mahendra,6432********3332,Direktur Utama,Indonesia,1958-03-22,,2026-01-15 14:25:06.94534+00
1334,Budi Raharjo,6433********3333,Sekretaris Perusahaan,Indonesia,1971-04-05,,2026-01-15 14:25:06.94534+00
1335,Tri Aditya,6434********3334,CFO,Indonesia,1959-04-24,,2026-01-15 14:25:06.94534+00
1336,Nurul Santoso,6435********3335,Komisaris Independen,Indonesia,1979-06-26,,2026-01-15 14:25:06.94534+00
1337,Hendra Fitri Purwanto,6436********3336,Direktur Utama,Indonesia,1979-01-09,,2026-01-15 14:25:06.94534+00
1338,Rizki Indah Ramadhan,6437********3337,Direktur Operasional,Singapore,1967-10-09,,2026-01-15 14:25:06.94534+00
1339,Fitri Tri Permana,6438********3338,CFO,Indonesia,1964-05-12,,2026-01-15 14:25:06.94534+00
1340,Rina Wibowo,6439********3339,Direktur,Indonesia,1968-06-18,,2026-01-15 14:25:06.94534+00
1341,Kurnia Susanto,6440********3340,Direktur Keuangan,Indonesia,1962-09-21,,2026-01-15 14:25:06.94534+00
1342,Sigit Mahendra,6441********3341,CEO,Indonesia,1950-07-15,,2026-01-15 14:25:06.94534+00
1343,Sri Dewi Wibowo,6442********3342,Direktur Utama,Indonesia,1989-06-02,,2026-01-15 14:25:06.94534+00
1344,Adi Prasetyo,6443********3343,Direktur,Indonesia,1954-11-23,,2026-01-15 14:25:06.94534+00
1345,Nurul Yulia Kusuma,6444********3344,CEO,China,1978-06-12,,2026-01-15 14:25:06.94534+00
1346,Rizki Kurnia Wibowo,6445********3345,Komisaris,Indonesia,1960-02-23,,2026-01-15 14:25:06.94534+00
1347,Ahmad Nugroho,6446********3346,Komisaris Independen,Indonesia,1959-01-25,,2026-01-15 14:25:06.94534+00
1348,Kurnia Wishnu Cahya,6447********3347,Sekretaris Perusahaan,Indonesia,1987-06-04,,2026-01-15 14:25:06.94534+00
1349,Fitri Rizki Kusumo,6448********3348,CFO,Indonesia,1990-04-25,,2026-01-15 14:25:06.94534+00
1350,Yulia Agus Hermawan,6449********3349,Direktur Keuangan,Indonesia,1954-06-01,,2026-01-15 14:25:06.94534+00
1351,Lestari Sri Prasetyo,6450********3350,COO,Indonesia,1976-11-26,,2026-01-15 14:25:06.94534+00
1352,Indah Ahmad Suryanto,6451********3351,COO,Singapore,1958-09-08,,2026-01-15 14:25:06.94534+00
1353,Ahmad Lestari Putra,6452********3352,Komisaris Independen,Indonesia,1961-11-11,,2026-01-15 14:25:06.94534+00
1354,Yulia Wahyu Mahendra,6453********3353,Komisaris Independen,Indonesia,1975-06-25,,2026-01-15 14:25:06.94534+00
1355,Agus Prasetyo,6454********3354,Komisaris Utama,Indonesia,1964-04-18,,2026-01-15 14:25:06.94534+00
1356,Nurul Bambang Saputra,6455********3355,Sekretaris Perusahaan,Indonesia,1988-03-25,,2026-01-15 14:25:06.94534+00
1357,Dewi Irwan Surya,6456********3356,Komisaris,Japan,1977-03-01,,2026-01-15 14:25:06.94534+00
1358,Lestari Ramadhan,6457********3357,CFO,Indonesia,1958-01-27,,2026-01-15 14:25:06.94534+00
1359,Nita Kusumo,6458********3358,Direktur Utama,Indonesia,1990-09-26,,2026-01-15 14:25:06.94534+00
1360,Yanti Nugroho,6459********3359,Direktur,Indonesia,1977-05-08,,2026-01-15 14:25:06.94534+00
1361,Tri Wibowo,6460********3360,Direktur,Indonesia,1981-09-12,,2026-01-15 14:25:06.94534+00
1362,Yanti Suryanto,6461********3361,Direktur,Indonesia,1987-09-25,,2026-01-15 14:25:06.94534+00
1363,Indah Kusumo,6462********3362,Komisaris Utama,Indonesia,1989-12-01,,2026-01-15 14:25:06.94534+00
1364,Tri Sri Purwanto,6463********3363,Sekretaris Perusahaan,Indonesia,1954-01-10,,2026-01-15 14:25:06.94534+00
1365,Dwi Gunawan,6464********3364,Komisaris,Indonesia,1972-10-20,,2026-01-15 14:25:06.94534+00
1366,Sri Raharjo,6465********3365,Sekretaris Perusahaan,Indonesia,1977-05-22,,2026-01-15 14:25:06.94534+00
1367,Indah Wibowo,6466********3366,Sekretaris Perusahaan,Netherlands,1973-07-19,,2026-01-15 14:25:06.94534+00
1368,Feri Wulan Susanto,6467********3367,Sekretaris Perusahaan,Indonesia,1967-12-08,,2026-01-15 14:25:06.94534+00
1369,Hendro Putra,6468********3368,Direktur Utama,Indonesia,1957-07-10,,2026-01-15 14:25:06.94534+00
1370,Bambang Santoso,6469********3369,Komisaris,Indonesia,1974-12-18,,2026-01-15 14:25:06.94534+00
1371,Feri Dian Setiawan,6470********3370,Komisaris Independen,Indonesia,1989-02-06,,2026-01-15 14:25:06.94534+00
1372,Wulan Gunawan,6471********3371,CFO,Indonesia,1958-07-10,,2026-01-15 14:25:06.94534+00
1373,Indah Hermawan,6472********3372,Sekretaris Perusahaan,Indonesia,1962-08-24,,2026-01-15 14:25:06.94534+00
1374,Siti Nurul Suryanto,6473********3373,Direktur Utama,Indonesia,1967-02-03,,2026-01-15 14:25:06.94534+00
1375,Rizki Andi Suharto,6474********3374,COO,Indonesia,1951-11-15,,2026-01-15 14:25:06.94534+00
1376,Wahyu Tri Mahendra,6475********3375,Direktur,USA,1988-02-15,,2026-01-15 14:25:06.94534+00
1377,Budi Ahmad Mahendra,6476********3376,Direktur Utama,Malaysia,1981-08-20,,2026-01-15 14:25:06.94534+00
1378,Feri Tri Purwanto,6477********3377,Komisaris,Indonesia,1969-07-21,,2026-01-15 14:25:06.94534+00
1379,Budi Feri Hartono,6478********3378,Komisaris Independen,Indonesia,1979-11-06,,2026-01-15 14:25:06.94534+00
1380,Sari Dewi Cahya,6479********3379,Komisaris Independen,Indonesia,1962-10-26,,2026-01-15 14:25:06.94534+00
1381,Nita Surya,6480********3380,Komisaris Independen,Indonesia,1971-10-19,,2026-01-15 14:25:06.94534+00
1382,Bambang Prabowo,6481********3381,CEO,Indonesia,1975-11-20,,2026-01-15 14:25:06.94534+00
1383,Tri Nurul Nugroho,6482********3382,Direktur Utama,Indonesia,1977-09-08,,2026-01-15 14:25:06.94534+00
1384,Nurul Siti Prabowo,6483********3383,CFO,Indonesia,1963-10-22,,2026-01-15 14:25:06.94534+00
1385,Nita Hermawan,6484********3384,COO,Indonesia,1956-03-06,,2026-01-15 14:25:06.94534+00
1386,Hendro Kusumo,6485********3385,Sekretaris Perusahaan,Indonesia,1977-11-20,,2026-01-15 14:25:06.94534+00
1387,Yulia Kusumo,6486********3386,CFO,Indonesia,1983-08-28,,2026-01-15 14:25:06.94534+00
1388,Hendra Yanti Purwanto,6487********3387,Direktur Operasional,Indonesia,1960-10-21,,2026-01-15 14:25:06.94534+00
1389,Ratna Purwanto,6488********3388,Direktur Keuangan,Indonesia,1976-08-19,,2026-01-15 14:25:06.94534+00
1390,Indah Ramadhan,6489********3389,Direktur Keuangan,Indonesia,1960-01-20,,2026-01-15 14:25:06.94534+00
1391,Wahyu Susanto,6490********3390,Sekretaris Perusahaan,Indonesia,1964-04-02,,2026-01-15 14:25:06.94534+00
1392,Dewi Tri Suharto,6491********3391,Komisaris Independen,Indonesia,1970-07-14,,2026-01-15 14:25:06.94534+00
1393,Wishnu Wulan Santoso,6492********3392,CFO,Indonesia,1969-06-05,,2026-01-15 14:25:06.94534+00
1394,Joko Cahya,6493********3393,COO,Indonesia,1962-07-11,,2026-01-15 14:25:06.94534+00
1395,Nita Prabowo,6494********3394,Komisaris Utama,Indonesia,1958-01-13,,2026-01-15 14:25:06.94534+00
1396,Adi Rudi Aditya,6495********3395,Komisaris,Indonesia,1952-11-15,,2026-01-15 14:25:06.94534+00
1397,Dian Rizki Santoso,6496********3396,Komisaris,Indonesia,1976-08-12,,2026-01-15 14:25:06.94534+00
1398,Wahyu Ahmad Permana,6497********3397,Direktur Utama,Indonesia,1953-11-01,,2026-01-15 14:25:06.94534+00
1399,Nita Ardiansyah,6498********3398,Sekretaris Perusahaan,USA,1970-10-07,,2026-01-15 14:25:06.94534+00
1400,Rina Utomo,6499********3399,Sekretaris Perusahaan,Indonesia,1960-02-27,,2026-01-15 14:25:06.94534+00
1401,Wulan Putra,6500********3400,Sekretaris Perusahaan,Indonesia,1953-08-28,,2026-01-15 14:25:06.94534+00
1402,Hadi Cahya,6501********3401,CEO,Indonesia,1965-12-21,,2026-01-15 14:25:06.94534+00
1403,Eko Suryanto,6502********3402,COO,Indonesia,1951-01-02,,2026-01-15 14:25:06.94534+00
1404,Wishnu Cahya,6503********3403,COO,Indonesia,1954-10-23,,2026-01-15 14:25:06.94534+00
1405,Eko Prasetyo,6504********3404,Komisaris Independen,Indonesia,1970-01-16,,2026-01-15 14:25:06.94534+00
1406,Yanti Wulan Firmansyah,6505********3405,Komisaris Independen,Indonesia,1955-02-13,,2026-01-15 14:25:06.94534+00
1407,Kurnia Irwan Kusuma,6506********3406,Komisaris,Indonesia,1982-03-27,,2026-01-15 14:25:06.94534+00
1408,Rudi Ratna Nugroho,6507********3407,CFO,Indonesia,1984-06-16,,2026-01-15 14:25:06.94534+00
1409,Sri Hermawan,6508********3408,Komisaris,Indonesia,1974-06-14,,2026-01-15 14:25:06.94534+00
1410,Budi Pratama,6509********3409,Direktur,Indonesia,1955-09-06,,2026-01-15 14:25:06.94534+00
1411,Nita Rizki Prasetyo,6510********3410,Direktur,Indonesia,1980-12-09,,2026-01-15 14:25:06.94534+00
1412,Lestari Wulan Wijaya,6511********3411,Direktur Utama,Indonesia,1973-09-10,,2026-01-15 14:25:06.94534+00
1413,Dwi Indah Hartono,6512********3412,Direktur Utama,Indonesia,1986-08-28,,2026-01-15 14:25:06.94534+00
1414,Rudi Nita Santoso,6513********3413,Direktur Operasional,Indonesia,1981-09-22,,2026-01-15 14:25:06.94534+00
1415,Irwan Rizki Putra,6514********3414,Komisaris Utama,Indonesia,1955-08-26,,2026-01-15 14:25:06.94534+00
1416,Nita Joko Suharto,6515********3415,COO,Indonesia,1964-05-05,,2026-01-15 14:25:06.94534+00
1417,Siti Surya,6516********3416,Direktur Operasional,USA,1964-10-08,,2026-01-15 14:25:06.94534+00
1418,Sari Nugroho,6517********3417,Direktur Operasional,Indonesia,1977-11-01,,2026-01-15 14:25:06.94534+00
1419,Wulan Rudi Santoso,6518********3418,Direktur,Indonesia,1952-01-13,,2026-01-15 14:25:06.94534+00
1420,Wahyu Susanto,6519********3419,CEO,Indonesia,1966-11-14,,2026-01-15 14:25:06.94534+00
1421,Irwan Prasetyo,6520********3420,CFO,Netherlands,1972-12-08,,2026-01-15 14:25:06.94534+00
1422,Rudi Yanti Suryanto,6521********3421,CEO,Indonesia,1979-03-24,,2026-01-15 14:25:06.94534+00
1423,Yanti Bambang Hermawan,6522********3422,Direktur,Indonesia,1986-04-10,,2026-01-15 14:25:06.94534+00
1424,Agus Ramadhan,6523********3423,Direktur Keuangan,Indonesia,1960-12-16,,2026-01-15 14:25:06.94534+00
1425,Lestari Setiawan,6524********3424,CEO,Indonesia,1968-05-12,,2026-01-15 14:25:06.94534+00
1426,Bambang Utomo,6525********3425,CFO,Indonesia,1967-07-21,,2026-01-15 14:25:06.94534+00
1427,Feri Hadi Saputra,6526********3426,Direktur Utama,Indonesia,1953-01-17,,2026-01-15 14:25:06.94534+00
1428,Andi Dewi Mahendra,6527********3427,Komisaris,Indonesia,1952-07-22,,2026-01-15 14:25:06.94534+00
1429,Sri Maya Surya,6528********3428,Komisaris Utama,Indonesia,1983-06-28,,2026-01-15 14:25:06.94534+00
1430,Yanti Andi Permana,6529********3429,Komisaris,Indonesia,1986-08-22,,2026-01-15 14:25:06.94534+00
1431,Hendra Cahya,6530********3430,COO,Japan,1975-01-25,,2026-01-15 14:25:06.94534+00
1432,Rina Yulia Setiawan,6531********3431,CEO,Indonesia,1959-03-12,,2026-01-15 14:25:06.94534+00
1433,Yulia Agus Surya,6532********3432,Direktur Utama,Indonesia,1987-07-20,,2026-01-15 14:25:06.94534+00
1434,Sari Siti Saputra,6533********3433,Komisaris,Indonesia,1980-11-27,,2026-01-15 14:25:06.94534+00
1435,Wati Joko Setiawan,6534********3434,Direktur Operasional,Indonesia,1953-07-02,,2026-01-15 14:25:06.94534+00
1436,Hadi Aditya,6535********3435,Komisaris Utama,Indonesia,1975-02-13,,2026-01-15 14:25:06.94534+00
1437,Sari Kusuma,6536********3436,Komisaris Utama,Indonesia,1978-01-01,,2026-01-15 14:25:06.94534+00
1438,Hadi Cahya,6537********3437,Direktur,Indonesia,1958-09-07,,2026-01-15 14:25:06.94534+00
1439,Rizki Suharto,6538********3438,Direktur,Indonesia,1972-08-17,,2026-01-15 14:25:06.94534+00
1440,Rudi Aditya,6539********3439,Direktur Operasional,Indonesia,1955-05-22,,2026-01-15 14:25:06.94534+00
1441,Budi Purwanto,6540********3440,Direktur Utama,Indonesia,1989-11-21,,2026-01-15 14:25:06.94534+00
1442,Sri Pratama,6541********3441,Komisaris Independen,Indonesia,1981-06-09,,2026-01-15 14:25:06.94534+00
1443,Kurnia Surya,6542********3442,Komisaris,Indonesia,1962-08-26,,2026-01-15 14:25:06.94534+00
1444,Rizki Kusuma,6543********3443,Komisaris,Indonesia,1963-01-01,,2026-01-15 14:25:06.94534+00
1445,Kurnia Rizki Wijaya,6544********3444,COO,Indonesia,1956-10-26,,2026-01-15 14:25:06.94534+00
1446,Hendro Agus Wijaya,6545********3445,Direktur Operasional,Indonesia,1971-03-27,,2026-01-15 14:25:06.94534+00
1447,Sigit Aditya,6546********3446,CFO,Indonesia,1952-12-22,,2026-01-15 14:25:06.94534+00
1448,Ahmad Yulia Saputra,6547********3447,Direktur,Indonesia,1974-10-07,,2026-01-15 14:25:06.94534+00
1449,Wishnu Indah Kusumo,6548********3448,Direktur,Indonesia,1988-09-02,,2026-01-15 14:25:06.94534+00
1450,Hadi Pratama,6549********3449,Direktur,Indonesia,1980-09-02,,2026-01-15 14:25:06.94534+00
1451,Yanti Hadi Prasetyo,6550********3450,Komisaris Utama,Indonesia,1961-04-14,,2026-01-15 14:25:06.94534+00
1452,Rina Indah Aditya,6551********3451,CEO,Malaysia,1964-09-15,,2026-01-15 14:25:06.94534+00
1453,Nurul Firmansyah,6552********3452,Komisaris Utama,Indonesia,1986-05-22,,2026-01-15 14:25:06.94534+00
1454,Ratna Firmansyah,6553********3453,COO,Indonesia,1954-01-23,,2026-01-15 14:25:06.94534+00
1455,Fitri Suryanto,6554********3454,CEO,Japan,1988-03-13,,2026-01-15 14:25:06.94534+00
1456,Siti Wibowo,6555********3455,Direktur Operasional,Indonesia,1989-01-25,,2026-01-15 14:25:06.94534+00
